team_id	qns_id	article_title	path	qns_difficulty_by_questioner	qns_text	is_disfluent?	is_bad_qns?	answer	qns_difficulty_by_answerer
ᖤ( ᑒ )ᖢ	29	Ophiuchus	set2/a7	hard	Ophiuchus depicts a man holding what animal?	False	False	snake	hard
ᖤ( ᑒ )ᖢ	29	Ophiuchus	set2/a7	hard	Ophiuchus depicts a man holding what animal?	False	False	serpent	easy
ᖤ( ᑒ )ᖢ	30	Ophiuchus	set2/a7	hard	What constellation is Ophiuchus adjacent to?	True	False		too hard
ᖤ( ᑒ )ᖢ	30	Ophiuchus	set2/a7	hard	What constellation is Ophiuchus adjacent to?	False	False	Serpens	hard
ᖤ( ᑒ )ᖢ	31	Ophiuchus	set2/a7	medium	Between what three constellations is Ophiuchus located?	False	False	Aquila, Serpens and Hercules	medium
ᖤ( ᑒ )ᖢ	31	Ophiuchus	set2/a7	medium	Between what three constellations is Ophiuchus located?	False	False	Aquila, Serpens, and Hercules	easy
ᖤ( ᑒ )ᖢ	32	Ophiuchus	set2/a7	medium	What constellation is opposite Orion in the night sky?	False	False	Ophiuchus	medium
ᖤ( ᑒ )ᖢ	32	Ophiuchus	set2/a7	medium	What constellation is opposite Orion in the night sky?	False	False	Ophiuchus	medium
ᖤ( ᑒ )ᖢ	33	Ophiuchus	set2/a7	medium	By what name was Ophiuchus formerly referred to?	False	False	Serpentarius	medium
ᖤ( ᑒ )ᖢ	33	Ophiuchus	set2/a7	medium	By what name was Ophiuchus formerly referred to?	False	False	Serpentarius	easy
ᖤ( ᑒ )ᖢ	34	Ophiuchus	set2/a7	easy	Is Ophiuchus northwest of the center of the Milky Way?	False	False	Yes	easy
ᖤ( ᑒ )ᖢ	34	Ophiuchus	set2/a7	easy	Is Ophiuchus northwest of the center of the Milky Way?	False	False	Yes	easy
ᖤ( ᑒ )ᖢ	35	Ophiuchus	set2/a7	easy	Does Ophiuchus straddle the equator?	False	False	Yes	easy
ᖤ( ᑒ )ᖢ	35	Ophiuchus	set2/a7	easy	Does Ophiuchus straddle the equator?	False	False	Yes	easy
ᖤ( ᑒ )ᖢ	36	Ophiuchus	set2/a7	easy	Is Ophiuchus located adjacent to Orion?	False	False	No	easy
ᖤ( ᑒ )ᖢ	36	Ophiuchus	set2/a7	easy	Is Ophiuchus located adjacent to Orion?	False	False	No	hard
ᖤ( ᑒ )ᖢ	37	The_Linguists	set4/a10	hard	How do critics describe the editing of The Linguists?	False	False	confusing	medium
ᖤ( ᑒ )ᖢ	37	The_Linguists	set4/a10	hard	How do critics describe the editing of The Linguists?	False	False	choppy, confusing	hard
ᖤ( ᑒ )ᖢ	38	The_Linguists	set4/a10	hard	Where did the directors get the idea for The Linguists?	False	False	when, in Vilnius, Lithuania, Seth Kramer, one of the directors, could not read Yiddish inscriptions on a path in spite of his Jewish heritage	medium
ᖤ( ᑒ )ᖢ	38	The_Linguists	set4/a10	hard	Where did the directors get the idea for The Linguists?	False	False	Vilnius, Lithuania	hard
ᖤ( ᑒ )ᖢ	39	The_Linguists	set4/a10	hard	What was the tea Newberger drank in the Andes made from?	False	False	coca leaves	medium
ᖤ( ᑒ )ᖢ	39	The_Linguists	set4/a10	hard	What was the tea Newberger drank in the Andes made from?	False	False	coca leaves	medium
ᖤ( ᑒ )ᖢ	40	The_Linguists	set4/a10	medium	When did Kramer and Miller form Ironbound Films?	False	False	2003	medium
ᖤ( ᑒ )ᖢ	40	The_Linguists	set4/a10	medium	When did Kramer and Miller form Ironbound Films?	False	False	2003	medium
ᖤ( ᑒ )ᖢ	41	The_Linguists	set4/a10	medium	Who are the two linguists that The Linguists follows?	False	False	Greg Anderson of the Living Tongues Institute for Endangered Languages and David Harrison of Swarthmore College	medium
ᖤ( ᑒ )ᖢ	41	The_Linguists	set4/a10	medium	Who are the two linguists that The Linguists follows?	False	False	Greg Anderson and David Harrison	medium
ᖤ( ᑒ )ᖢ	42	The_Linguists	set4/a10	medium	When was The Linguists completed?	False	False	August 2007	medium
ᖤ( ᑒ )ᖢ	42	The_Linguists	set4/a10	medium	When was The Linguists completed?	False	False	August 2007	easy
ᖤ( ᑒ )ᖢ	43	The_Linguists	set4/a10	easy	Was The Linguists produced by Ironbound Films?	False	False	Yes	easy
ᖤ( ᑒ )ᖢ	43	The_Linguists	set4/a10	easy	Was The Linguists produced by Ironbound Films?	False	False	Yes	easy
ᖤ( ᑒ )ᖢ	44	The_Linguists	set4/a10	easy	Did it take six years to film The Linguists?	False	False	No	easy
ᖤ( ᑒ )ᖢ	44	The_Linguists	set4/a10	easy	Did it take six years to film The Linguists?	False	False	no	easy
ᖤ( ᑒ )ᖢ	45	The_Linguists	set4/a10	easy	Did Jeremy Newberger join the project in 2004?	False	False	Yes	easy
ᖤ( ᑒ )ᖢ	45	The_Linguists	set4/a10	easy	Did Jeremy Newberger join the project in 2004?	False	False	yes	easy
ᖤ( ᑒ )ᖢ	46	Gemini_(constellation)	set2/a2	hard	Is Taurus to the left of Cancer?	True	False		
ᖤ( ᑒ )ᖢ	46	Gemini_(constellation)	set2/a2	hard	Is Taurus to the left of Cancer?	False	False	Yes	hard
ᖤ( ᑒ )ᖢ	47	Gemini_(constellation)	set2/a2	hard	Is Cancer to the left of Taurus?	True	False		
ᖤ( ᑒ )ᖢ	47	Gemini_(constellation)	set2/a2	hard	Is Cancer to the left of Taurus?	False	False	No	hard
ᖤ( ᑒ )ᖢ	48	Gemini_(constellation)	set2/a2	hard	Is Gemini north of Monoceros?	False	False	Yes	hard
ᖤ( ᑒ )ᖢ	48	Gemini_(constellation)	set2/a2	hard	Is Gemini north of Monoceros?	False	False	Yes	hard
ᖤ( ᑒ )ᖢ	49	Gemini_(constellation)	set2/a2	medium	How many constellations did Ptolemy describe?	False	False	48	medium
ᖤ( ᑒ )ᖢ	49	Gemini_(constellation)	set2/a2	medium	How many constellations did Ptolemy describe?	False	False	48	medium
ᖤ( ᑒ )ᖢ	50	Gemini_(constellation)	set2/a2	medium	What is the word "gemini" latin for?	False	False	twins	medium
ᖤ( ᑒ )ᖢ	50	Gemini_(constellation)	set2/a2	medium	What is the word "gemini" latin for?	False	False	Twins	medium
ᖤ( ᑒ )ᖢ	51	Gemini_(constellation)	set2/a2	medium	Which two stars in Gemini are brightest?	False	False	Castor and Pollux	medium
ᖤ( ᑒ )ᖢ	51	Gemini_(constellation)	set2/a2	medium	Which two stars in Gemini are brightest?	False	False	Castor and Pollux	medium
ᖤ( ᑒ )ᖢ	52	Gemini_(constellation)	set2/a2	easy	Is Gemini a constellation in the zodiac?	False	False	Yes	easy
ᖤ( ᑒ )ᖢ	52	Gemini_(constellation)	set2/a2	easy	Is Gemini a constellation in the zodiac?	False	False	Yes	easy
ᖤ( ᑒ )ᖢ	53	Gemini_(constellation)	set2/a2	easy	Is Gemini between Taurus and Cancer?	False	False	Yes	easy
ᖤ( ᑒ )ᖢ	53	Gemini_(constellation)	set2/a2	easy	Is Gemini between Taurus and Cancer?	False	False	Yes	medium
ᖤ( ᑒ )ᖢ	54	Gemini_(constellation)	set2/a2	easy	Is the best time to observe Gemini at night overhead during the months of January and February?	False	False	Yes	easy
ᖤ( ᑒ )ᖢ	54	Gemini_(constellation)	set2/a2	easy	Is the best time to observe Gemini at night overhead during the months of January and February?	False	False	Yes	easy
ᖤ( ᑒ )ᖢ	55	My_Fair_Lady_(film)	set4/a9	hard	Who funded Eliza's speech therapy?	False	False	Colonel Hugh Pickering	too hard
ᖤ( ᑒ )ᖢ	55	My_Fair_Lady_(film)	set4/a9	hard	Who funded Eliza's speech therapy?	False	False	Colonel Hugh Pickering	hard
ᖤ( ᑒ )ᖢ	56	My_Fair_Lady_(film)	set4/a9	hard	Who mistakes Eliza for royalty?	False	False	Zoltan Karpathy	hard
ᖤ( ᑒ )ᖢ	56	My_Fair_Lady_(film)	set4/a9	hard	Who mistakes Eliza for royalty?	False	False	Zoltan Karpathy	hard
ᖤ( ᑒ )ᖢ	57	My_Fair_Lady_(film)	set4/a9	hard	Do Eliza's new manners impress her family?	False	False	no	too hard
ᖤ( ᑒ )ᖢ	57	My_Fair_Lady_(film)	set4/a9	hard	Do Eliza's new manners impress her family?	False	False	No	too hard
ᖤ( ᑒ )ᖢ	58	My_Fair_Lady_(film)	set4/a9	medium	Who played Eliza?	False	False	Audrey Hepburn	medium
ᖤ( ᑒ )ᖢ	58	My_Fair_Lady_(film)	set4/a9	medium	Who played Eliza?	False	False	Audrey Hepburn	easy
ᖤ( ᑒ )ᖢ	59	My_Fair_Lady_(film)	set4/a9	medium	When did My Fair Lady debut?	False	False	1964	hard
ᖤ( ᑒ )ᖢ	59	My_Fair_Lady_(film)	set4/a9	medium	When did My Fair Lady debut?	False	False	1964	medium
ᖤ( ᑒ )ᖢ	60	My_Fair_Lady_(film)	set4/a9	medium	Who does Rex Harrison play?	False	False	Henry Higgins	medium
ᖤ( ᑒ )ᖢ	60	My_Fair_Lady_(film)	set4/a9	medium	Who does Rex Harrison play?	False	False	Henry Higgins	easy
ᖤ( ᑒ )ᖢ	61	My_Fair_Lady_(film)	set4/a9	easy	Did Eliza have a Cockney accent?	False	False	yes	medium
ᖤ( ᑒ )ᖢ	61	My_Fair_Lady_(film)	set4/a9	easy	Did Eliza have a Cockney accent?	False	False	Yes	easy
ᖤ( ᑒ )ᖢ	62	My_Fair_Lady_(film)	set4/a9	easy	Is Eliza royalty?	False	False	no	too hard
ᖤ( ᑒ )ᖢ	62	My_Fair_Lady_(film)	set4/a9	easy	Is Eliza royalty?	False	False	No	hard
ᖤ( ᑒ )ᖢ	63	My_Fair_Lady_(film)	set4/a9	easy	Is Higgins Eliza's father?	False	False	No	easy
ᖤ( ᑒ )ᖢ	63	My_Fair_Lady_(film)	set4/a9	easy	Is Higgins Eliza's father?	False	False	No	medium
